Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
308245,Airplane,SAN FRANCISCO INTL ARPT,> 1000 ft,EMB-120,1,1,None,11/10/2010 0:00,No damage,SKYWEST AIRLINES,California,Approach,None,FALSE,FALSE,NO DMG TO A/C. 5 MILES E KSFO.,Small,No Cloud,Unknown bird - small,0,"1,500",0,No
308247,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-700,1,1,None,11/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Climb,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,"1,500",0,Yes
308237,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,1,1,None,11/10/2010 0:00,No damage,AMERICAN AIRLINES,Texas,Descent,None,FALSE,FALSE,NO DMG. POSTFLT REVEALED SOME BLOOD SPATTER ON RADOME. LOCATION REPTD AS DFW 20NM W.,Small,No Cloud,Unknown bird - small,0,"6,000",0,No
308240,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,CL-601/604,1,1,Aborted Take-off,11/10/2010 0:00,No damage,BUSINESS,New York,Take-off run,None,TRUE,FALSE,"DURING T/O ROLL, CAPT NOTICED A SMALL BIRD SITTING ON RWY C/L. WHEN BIRD NOTICED A/C, FEMALE KESTREL TOOK OFF AND WAS LEVEL WITH RT WING. REMAINS COLLECTED AND PHOTOS TAKEN OF WING. NO DMG. A/C DEPARTED LATER IN THE DAY.",Small,Some Cloud,American kestrel,0,0,0,No
308252,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,1,None,11/10/2010 0:00,No damage,US AIRWAYS,Arizona,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN.,Small,No Cloud,Mourning dove,0,10,0,Yes
308256,Airplane,YEAGER ARPT,< 1000 ft,CL-RJ100/200,1,1,None,12/10/2010 0:00,No damage,AIR WISCONSIN AIRLINES,West Virginia,Approach,None,FALSE,FALSE,SPARROW OR OTHER SMALL BIRD.,Small,No Cloud,Unknown bird - small,0,400,0,No
308316,Airplane,SAN ANTONIO INTL,< 1000 ft,B-737-700,1,1,None,12/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,THREE BIRDS SEEN ON SHORT FINAL. THEY WENT UNDER A/C WITH IMMEDIATE SMELL OF BURNING BIRD. REMAINS FOUND IN #1 ENG. NO DMG NOTED.,Small,No Cloud,Unknown bird - small,0,30,0,Yes
307388,Airplane,EL SALVADOR INTL,< 1000 ft,B-737-800,1,1,None,12/10/2010 0:00,No damage,AMERICAN AIRLINES,N/A,Approach,None,FALSE,FALSE,GREY REMAINS MED. SIZE.,Medium,No Cloud,Unknown bird - medium,0,20,0,Yes
308258,Airplane,SPRINGFIELD-BRANSON NATIONAL,< 1000 ft,EMB-145,1,1,None,12/10/2010 0:00,No damage,AMERICAN EAGLE AIRLINES,Missouri,Climb,Fog,FALSE,FALSE,SPARROW OR KILLDEER.,Small,Overcast,Unknown bird - small,0,5,0,No
308310,Airplane,MCCLELLAN-PALOMAR,< 1000 ft,EMB-120,1,1,None,12/10/2010 0:00,No damage,SKYWEST AIRLINES,California,Approach,None,FALSE,FALSE,PILOT NOT SURE HE HIT ANYTHING. NOTICED STRIKE WHILE PREFLT A/C.,Small,Overcast,Unknown bird - small,0,50,0,No
308317,Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-500,1,1,None,12/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,None,FALSE,FALSE,FLOCK OF BIRDS OFF DEPART END OF RWY. DID NOT KNOW WE HIT ONE UNTIL POSTLFT KFLL.,Medium,No Cloud,Unknown bird - medium,0,900,0,Yes
308261,Airplane,MANASSAS REGIONAL ARPT,< 1000 ft,LEARJET-35,1,1,None,12/10/2010 0:00,No damage,CHANTILLY AIR,Virginia,Approach,None,FALSE,FALSE,NO DMG. ATIS WARNING. FINAL APRCH.,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
308259,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,EMB-145,1,1,None,12/10/2010 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Approach,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,0,300,0,No
307954,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-90-30,1,1,None,12/10/2010 0:00,No damage,DELTA AIR LINES,New Jersey,Landing Roll,None,FALSE,FALSE,PILOT REPTD STRIKE 4R AND K. NOTHING FOUND ON RWY. LT SIDE RADOME. NO DMG.,Small,No Cloud,Unknown bird - small,0,0,0,No
307519,,,,BELL-407,,1,,,No damage,,Missouri,,None,FALSE,FALSE,SAW MULTIPLE BIRDS THROUGHOUT FLT 1500-2000' AGL THRU NIGHT VISION GOGGLES. DID NOT SEE THE BIRD THAT HIT THE WINDSCREEN,,No Cloud,Unknown bird - small,0,,0,
307958,Airplane,NEW ORLEANS INTL,> 1000 ft,A-319,1,1,None,12/10/2010 0:00,No damage,FRONTIER AIRLINES,Louisiana,Climb,None,FALSE,FALSE,NO DMG. NO INJURIES. LARGE BLACK BIRD. 5 MILES W KMSY.,Large,No Cloud,Unknown bird - large,0,"2,000",0,No
308318,Airplane,DALLAS LOVE FIELD ARPT,> 1000 ft,B-737-500,1,1,None,12/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Texas,Climb,None,FALSE,FALSE,NO DMG TO A/C. LOGBK ENTRY MADE. INSPECTION PERFORMED. 4 DME N KDAL.,Small,No Cloud,Unknown bird - small,0,"3,500",0,Yes
308314,Airplane,BUFFALO-NIAGARA INTL,> 1000 ft,B-737-700,1,1,None,12/10/2010 0:00,No damage,SOUTHWEST AIRLINES,New York,Approach,None,FALSE,FALSE,NO DMG. EVID OF BIRD REMAINS ON RADOME AND NOSE.,Small,Some Cloud,Unknown bird - small,0,"4,600",0,Yes
307389,Airplane,JOHN F KENNEDY INTL,> 1000 ft,B-767-200,1,1,None,12/10/2010 0:00,No damage,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,PILOT ADVISED TWR OF STRIKE 8 MILES OUT ON F/O'S WINDSHLD. ALSO SAID SMALL UNKNOWN BIRD. NO SNARGE AVAILABLE. NO DMG.,Small,Some Cloud,Unknown bird - small,0,"2,000",0,Yes
307959,Airplane,MINETA SAN JOSE INTL,< 1000 ft,DHC8 DASH 8,1,1,None,12/10/2010 0:00,No damage,HORIZON AIR,California,Take-off run,None,TRUE,FALSE,"FLT CREW OF QXE 405 REPTD HITTING THE BIRD DURING T/O ROLL RWY 30R. ARPT OPS RESPONDED, INSPECTED RWY AND REMVD BIRD REMAINS. A/C CONT TO DEST.",Medium,No Cloud,Red-tailed hawk,0,0,0,No
307956,Airplane,BOISE AIR TERMINAL/GOWEN FIELD,< 1000 ft,A-320,1,1,None,12/10/2010 0:00,No damage,DELTA AIR LINES,Idaho,Take-off run,None,TRUE,FALSE,NO DMG REPTD. JUST BELOW CO-PILOT WINDOW.,Medium,No Cloud,Red-tailed hawk,0,0,0,No
307966,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,None,12/10/2010 0:00,No damage,PINNACLE,Michigan,Take-off run,None,TRUE,FALSE,ONE HORNED LARK REMVD FROM RWY 21R APPROX 800 FT N OF TWY V. A/C DID NOT RETURN TO LAND. NO DMG REPTD BY AIRLINE.,Small,No Cloud,Horned lark,0,0,0,No
307965,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,None,12/10/2010 0:00,No damage,PINNACLE,Michigan,Take-off run,None,TRUE,FALSE,ONE MOURNING DOVE REMVD RWY 22L APPROX 500 FT N OF TWY V. A/C DID NOT RETURN TO LAND. NO DMG REPTD BY AIRLINE.,Small,No Cloud,Mourning dove,0,0,0,No
308263,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-757-200,1,1,None,12/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Take-off run,None,TRUE,TRUE,ID BY SMITHSONIAN. REG REPTD AS 16112.,Small,No Cloud,American kestrel,0,0,0,Yes
307951,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-777-200,1,1,None,12/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, PILOT REPORT ONLY SEEING ONE. NO FEATHERS PRESENT ONLY BLOOD STRIKE ON TOP RT SIDE WINDSHIELD.",Medium,No Cloud,Ring-billed gull,0,"1,500",0,No
308326,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-737-900,1,1,None,13/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,FALSE,FALSE,FINAL APRCH.,Small,No Cloud,Unknown bird - small,0,"1,100",0,Yes
308325,Airplane,TAMPA INTL,< 1000 ft,MD-82,1,1,None,13/10/2010 0:00,No damage,AMERICAN AIRLINES,Florida,Take-off run,None,FALSE,FALSE,"NO ENG OR A/C ABNORMALITIES. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,0,0,No
308334,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,EMB-190,1,1,None,13/10/2010 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,600,0,No
308337,Airplane,NASHVILLE INTL,> 1000 ft,B-737-500,1,1,None,13/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,None,FALSE,FALSE,FINAL APRCH.,Small,Some Cloud,Unknown bird - small,0,"3,000",0,Yes
308335,Airplane,JOHN F KENNEDY INTL,> 1000 ft,EMB-190,1,1,None,13/10/2010 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,FALSE,FALSE,MP DMG. NO REMAINS. LT LANDING LIGHT LIT IT UP AND I HEARD A VERY SMALL THUD. NOT SURE WHERE IT HIT. WING OR GEAR? LOCATION REPTD AS 3NM FINAL.,Small,No Cloud,Unknown bird - small,0,"1,200",0,No
308333,Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,None,13/10/2010 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,None,TRUE,FALSE,PILOT RADIOED POSSIBLE BIRDSTRIKE. AOM DID RWY CK AND FOUND A CARCASS LOCATED CENTER OF RWY ON N END RWY 2 JUST S OF TWY B.,Small,Some Cloud,Spotted dove,0,0,0,No
308330,Airplane,FOWLER ARPT,< 1000 ft,DA-20 FALCON,1,1,None,13/10/2010 0:00,No damage,BUSINESS,Colorado,Climb,None,TRUE,TRUE,ID BY SMITHSONIAN.,Small,No Cloud,Horned lark,0,10,0,No
307393,Airplane,VISALIA MUNICIPAL ARPT,< 1000 ft,BE-1900,1,1,None,13/10/2010 0:00,No damage,GREAT LAKES AIRLINES,California,Climb,None,TRUE,TRUE,ID BY SMITHSONIAN. GLA REPTD STRIKE ON ROTATION. BIRD REMAINS COLLECTED AT ONT. BRIEF MX INSPN FOUND NO DMG.,Small,No Cloud,Barn swallow,0,20,0,No
308324,Airplane,"GUADALAJARA, MEXICO",> 1000 ft,B-737-800,1,1,None,13/10/2010 0:00,No damage,ALASKA AIRLINES,N/A,Climb,None,TRUE,TRUE,ID BY SMITHSONIAN. PILOT REPTD STRIKING SMALL BIRD ON CLIMB AT 6500 FT. NO DMG REPTD.,Small,Some Cloud,Barn swallow,0,"6,500",0,Yes
308344,Airplane,JOHN F KENNEDY INTL,> 1000 ft,A-320,1,1,None,13/10/2010 0:00,Caused damage,VIRGIN AMERICA,New York,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,"3,000",0,No
307406,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,EMB-190,1,1,None,14/10/2010 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,FALSE,FALSE,"VISUAL APCH TO RWY 34. AT 600' AGL STRUCK BIRD ON NOSE, LEFT SIDE. A/C HAD 2 STRIKES, ONE ON DEPTR FROM FLL AND THIS ONE.",Small,No Cloud,Unknown bird - small,0,600,0,No
308346,Airplane,ATLANTA INTL,> 1000 ft,MD-82,1,1,None,14/10/2010 0:00,No damage,AMERICAN AIRLINES,Georgia,Approach,None,FALSE,FALSE,BIRD STRUCK JUST BELOW WINDSHIELD BTWN LT AND CENTER WINDOWS. NO ABNORMAL INSTRUMENT OF ENG INDICATIONS. NORMAL LANDING.,Small,No Cloud,Unknown bird - small,0,"3,000",0,No
307405,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,EMB-190,1,1,None,14/10/2010 0:00,No damage,JETBLUE AIRWAYS,Florida,Climb,None,FALSE,FALSE,"ABOUT APPROX 2000' ON CLIMBOUT, F/O SAW WHAT LOOKED LIKE A BIRD FOR A SECOND IN THE LDG LIGHTS. WE BOTH HEARD A THUMP ON THE NOSE, RT SIDE. NOTIFIED MIAMI DEPTR AND MCC OF POSSIBLE STRIKE. NO ABNORMALITIES. THIS A/C HAD 2 STRIKE EVENTS. ONE ON DEPTR AND O",Small,No Cloud,Unknown bird - small,0,"2,000",0,No
308351,Airplane,OAKLAND COUNTY INTL,< 1000 ft,C-560,1,1,None,14/10/2010 0:00,No damage,BUSINESS,Michigan,Approach,None,TRUE,FALSE,,Small,No Cloud,Unknown bird - small,0,20,0,No
308354,Airplane,SAN ANTONIO INTL,< 1000 ft,CIRRUS SR 20/22,1,1,None,14/10/2010 0:00,No damage,BUSINESS,Texas,Landing Roll,None,TRUE,FALSE,NO DMG.,Small,No Cloud,Eastern meadowlark,0,0,0,No
308357,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,A-319,1,1,None,14/10/2010 0:00,No damage,SPIRIT AIRLINES,Florida,Take-off run,None,TRUE,FALSE,"DURING T/O NKS REPTD BIRDSTRIKE TO ATC. RWY INSPN 9L, BIRD FOUND WHOLE. NKS REPTD NO DMG AND CONT TO SAN JUAN, PR. KESTREL REMVD AND DISPOSED AND RWY REOPENED.",Small,Some Cloud,American kestrel,0,0,0,No
308355,Airplane,DARE COUNTY REGIONAL ARPT,< 1000 ft,C-208,1,1,None,14/10/2010 0:00,No damage,MOUNTAIN AIR CARGO,North Carolina,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN.,Small,No Cloud,Gray catbird,513,16,0,No
308371,Airplane,JACKSONVILLE INTL,< 1000 ft,BE-400 BJET,1,1,None,15/10/2010 0:00,No damage,BUSINESS,Florida,Approach,None,FALSE,FALSE,"DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,100,0,No
308376,Airplane,PHILADELPHIA INTL,< 1000 ft,EMB-170,1,1,None,15/10/2010 0:00,No damage,REPUBLIC AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,"DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,10,0,No
308384,Airplane,LOGAN INTL,< 1000 ft,A-320,1,1,None,15/10/2010 0:00,No damage,US AIRWAYS,Massachusetts,Take-off run,Rain,FALSE,FALSE,NO DMG.,Small,Overcast,Unknown bird - small,0,0,0,No
308372,Airplane,DENVER INTL AIRPORT,< 1000 ft,A-319,1,1,None,15/10/2010 0:00,No damage,FRONTIER AIRLINES,Colorado,Approach,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Killdeer,0,10,0,No
307410,Airplane,TAMPA INTL,> 1000 ft,B-737-700,1,1,None,15/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,0,"4,500",0,Yes
308378,Airplane,TAMPA INTL,> 1000 ft,B-737-300,1,1,None,15/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,None,FALSE,FALSE,NO DMG. LANDING WAS UNREMARKABLE. ALL ENG INDICATIONS NORMAL. NO ODORS IN CABIN OR FLT DECK. LOCATION REPTD AS 5 NM SW KTPA.,Small,No Cloud,Unknown bird - small,0,"3,500",0,Yes
308377,Airplane,DETROIT METRO WAYNE COUNTY ARPT,> 1000 ft,B-737-300,1,1,None,15/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Michigan,Approach,None,FALSE,FALSE,"LOCATION REPTD AS 5 MILES OUT ON ILS 04R ETALE. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,0,"2,000",0,Yes
308364,Airplane,BRADLEY INTL,< 1000 ft,EMB-145,1,1,None,15/10/2010 0:00,No damage,AMERICAN EAGLE AIRLINES,Connecticut,Landing Roll,None,TRUE,FALSE,REMAINS REMVD FROM RWY 24.,Large,No Cloud,Striped skunk,0,0,0,No
307411,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-717-200,1,1,None,15/10/2010 0:00,No damage,HAWAIIAN AIR,Hawaii,Climb,None,TRUE,FALSE,"ATIS WARNING. STRIKE REPTD TO US BY ATC INFLIGHT @ CRUISE. OPS ALL NORMAL. CARCASS FOUND LEFT OF CENTER AT THE 10,000 FT REMAINDER MARKER ON 8L.",Small,No Cloud,Zebra dove,0,15,0,No
307409,Airplane,NEW CASTLE COUNTY,< 1000 ft,CL-601/604,1,1,None,15/10/2010 0:00,No damage,BUSINESS,Delaware,Landing Roll,None,TRUE,TRUE,"ID BY SMITHSONIAN FROM PHOTO. COST WAS FOR DOWN TIME FOR INSPN. NO DMG. BIRD SEEMED TO BE INTERESTED IN SOMETHING NEAR THE CENTERLINE (FOOD PERHAPS) AND FURTHER OFF TO THE SIDE OF THE RWY BUT STILL ON THE PAVEMENT, WAS A MUCH LARGER VULTURE TYPE BIRD.",Small,No Cloud,Merlin,513,0,0,No
308362,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-800,1,1,None,15/10/2010 0:00,No damage,AMERICAN AIRLINES,Missouri,Landing Roll,None,TRUE,TRUE,ID BY SMITHSONIAN.,Medium,No Cloud,Red-tailed hawk,0,0,0,Yes
307429,Airplane,GENERAL MITCHELL INTL,< 1000 ft,EMB-145,1,1,None,15/10/2010 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Wisconsin,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. COLLECTED FROM NOSE WHEEL OF A/C THAT REPTD THE STRIKE. NO DMG. ATIS WARNING.,Small,Overcast,Horned lark,0,25,0,No
307428,Airplane,LIHUE ARPT,< 1000 ft,B-717-200,1,1,None,15/10/2010 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,None,TRUE,TRUE,ID BY SMITHSONIAN. CREW SUSPECTED BIRDSTRIKE LEFT WING LEADING EDGE DURING LDG ROLLOUT. EVIDENCE FOUND ON POST FLT INSPN. NO DMG.,Small,No Cloud,Pacific golden-plover,0,0,0,No
308398,Airplane,BOB HOPE ARPT,> 1000 ft,B-737-700,1,1,None,16/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Descent,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,0,"8,000",0,Yes
308397,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,None,16/10/2010 0:00,No damage,JETBLUE AIRWAYS,New York,Approach,None,FALSE,FALSE,SMALL BIRD HIT A/C ON SHORT FINAL AT ABOUT 300 FT.,Small,No Cloud,Unknown bird - small,0,300,0,No
308395,Airplane,DENVER INTL AIRPORT,< 1000 ft,BE-1900,1,1,None,16/10/2010 0:00,No damage,GREAT LAKES AIRLINES,Colorado,Approach,None,FALSE,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,0,30,0,No
308388,Airplane,DANIEL ODUBER QUIROS INTL,< 1000 ft,B-737-700,1,1,None,16/10/2010 0:00,No damage,AMERICAN AIRLINES,N/A,Landing Roll,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,0,0,Yes
308402,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,A-320,1,1,None,16/10/2010 0:00,No damage,US AIRWAYS,Minnesota,Approach,None,FALSE,FALSE,ATIS WARNING. NO DMG TO A/C. STRUCK TOP LT SIDE OF WINDSHIELD. PILOT DID NOT SEE BIRD.,Large,No Cloud,Unknown bird - large,0,"2,100",0,No
308392,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,< 1000 ft,EMB-145,1,1,None,16/10/2010 0:00,No damage,CHAUTAUQUA AIRLINES,Wisconsin,Approach,None,TRUE,FALSE,OVER THRESHOLD OF RWY 21.,Small,No Cloud,Unknown bird - small,0,100,0,No
308403,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,1,1,None,16/10/2010 0:00,No damage,US AIRWAYS,North Carolina,Approach,None,TRUE,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,0,500,0,No
308396,Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,1,None,16/10/2010 0:00,No damage,ISLAND AIR,Hawaii,Landing Roll,None,TRUE,FALSE,UPON LANDING ISLAND AIR PILOT SAW A BIRD FLYING E  T0  W ACROSS RWY AND SEEMED LIKE IT HIT THE LANDING GEAR TO THE PILOT. AOM DID RWY INSPN AND FOUND BIRD ABEAM TWY B ON C/L RWY 2. WILDLF PERSONNEL CONFIRMED ID AS SPOTTED DOVE.,Small,Some Cloud,Spotted dove,0,0,0,No
308400,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737,1,1,None,16/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,None,TRUE,FALSE,,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
307437,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737,1,1,None,16/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,Rain,TRUE,FALSE,FLT CREW ADVISED NO DMG. TO WING. ID BY WS BIOL.,Small,Overcast,American kestrel,0,0,0,Yes
308393,Airplane,KANSAS CITY INTL,< 1000 ft,CL-RJ700,1,1,None,16/10/2010 0:00,No damage,COMAIR AIRLINES,Missouri,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. PARTIAL REMAINS COLLECTED OFF RT MAIN LANDING GEAR. F/O REPTD SEEING BIRD ON THEIR APRCH BEFORE IMPACT.,Small,No Cloud,Eastern meadowlark,0,800,0,No
307443,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-737-900,1,1,None,16/10/2010 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. HIT LWR PART OF NOSE. SNARGE TAKEN.,Small,No Cloud,Gray catbird,0,100,0,Yes
308387,Airplane,MIAMI INTL,> 1000 ft,B-757-200,1,1,None,16/10/2010 0:00,No damage,AMERICAN AIRLINES,Florida,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. NO DMG. BIRDSTRIKE OCCURRED 11 MILES W KMIA. BLOOD SAMPLE COLLECTED BY MIAMI-DADE AV DEPT AND SENT TO SI FOR ID.,Small,No Cloud,American robin,0,"3,000",0,Yes
307444,Airplane,ORLANDO INTL,> 1000 ft,B-717-200,1,1,None,16/10/2010 0:00,Caused damage,AIRTRAN AIRWAYS,Florida,Approach,None,FALSE,FALSE,DENTED LEADING EDGE OF WING.,Large,No Cloud,Turkey vulture,0,"1,300",0,No
308066,Airplane,ORLANDO INTL,< 1000 ft,A-321,1,1,None,17/10/2010 0:00,No damage,US AIRWAYS,Florida,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,0,800,0,No
308411,Airplane,ATLANTA INTL,< 1000 ft,CL-RJ900,1,1,None,17/10/2010 0:00,No damage,PINNACLE,Georgia,Landing Roll,None,FALSE,FALSE,A/C MX ADVISED NO DMG TO A/C.,Small,No Cloud,Rock pigeon,0,0,0,No
308414,Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-700,1,1,None,17/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Oregon,Approach,None,FALSE,FALSE,SMALL THUMP HEARD. LOCATION REPTD AS 1.5 MILE FROM DEPT END.,Small,No Cloud,Unknown bird - small,0,"2,000",0,Yes
307445,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-700,1,1,Other,17/10/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Landing Roll,None,TRUE,FALSE,SWA FLT CREW REPORTED INGESTING A RED-TAILED HAWK UPON LANDING 30L. ARPT OPS INSPECTED RWY AND REMOVED ALL BIRD REMAINS. NO ENG DMG. (DATA ENTRY NOTE: TWO OTHER REPORTS SHOW FINAL APCH AT 300' WHICH WOULD BE A MILE AWAY),Medium,Overcast,Red-tailed hawk,0,0,0,Yes
308407,Airplane,LONG ISLAND MAC ARTHUR,< 1000 ft,C-172,1,1,None,17/10/2010 0:00,No damage,BUSINESS,New York,Take-off run,None,TRUE,FALSE,POSSIBLE IMMATURE BROAD WING HAWK. NO DMG. NO INJURIES AT TIME OF REPT. 500 FT OFF THE # OF RWY 24.,Medium,No Cloud,Unknown bird - medium,0,0,0,No
308409,Airplane,LAGUARDIA NY,> 1000 ft,DHC8 DASH 8,1,1,None,17/10/2010 0:00,No damage,PIEDMONT AIRLINES,New York,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. FLT CREW HEARD A LOUD BANG THEN SAW BLOOD RUNNING UP RT WINDSHIELD. LOCATION REPTD AS 9 MILES S KLGA.,Small,Some Cloud,Black-throated blue warbler,0,"3,400",0,No
308429,Airplane,ST. PETERSBURG/CLEARWATER INTL,< 1000 ft,LOCKHEED C-130,1,1,None,18/10/2010 0:00,No damage,GOVERNMENT,Florida,Approach,None,FALSE,FALSE,"PILOT BELIEVES STRIKE OCCURRED ALTHOUGH NO EVID OF A/C OR ON GRND EXISTS. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.",Small,No Cloud,Unknown bird - small,0,100,0,No
308422,Airplane,LOGAN INTL,> 1000 ft,B-737-300,1,1,None,18/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Massachusetts,Approach,None,FALSE,FALSE,NO OBVIOUS DMG. LOCATION REPTD AS BOS 090/05.,Small,No Cloud,Unknown bird - small,0,"1,500",0,Yes
308428,Airplane,PORTLAND INTL JETPORT (ME),< 1000 ft,A-319,1,1,None,18/10/2010 0:00,No damage,US AIRWAYS,Maine,Climb,None,FALSE,FALSE,"LOCATION REPTD AS 1/4 MILE FROM KPWM. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",Medium,No Cloud,Unknown bird - medium,0,500,0,No
308070,Airplane,SAN ANTONIO INTL,< 1000 ft,MD-83,1,1,None,18/10/2010 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,None,FALSE,FALSE,"SMALL BIRD, NO NOTICEABLE DMG. A/C FLEW ON TO KDFW. BIRDSTRIKE TO TOP EDGE OF F/O WINDOW. MX INSPECTED. NO DMG FOUND.",Small,No Cloud,Unknown bird - small,0,100,0,No
308421,Airplane,AMARILLO INTL,> 1000 ft,B-737-300,1,1,None,18/10/2010 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,None,FALSE,FALSE,LOCATION REPTD AS PNH180/20.,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,Yes
